sample_id,condition_id,csv_row_id,source_pdf_path,npz_path,preview_path,extract_method,passed_quality,reason_codes,material_id,speed_rpm,temperature_c,r_bore_mm,r_outer_mm,z_width_mm,area_mm2,volume_mm3,min_thickness_mm,max_width_mm,sdf_zero_level_error_mm,semantic_hub_coverage,semantic_web_coverage,semantic_rim_coverage,mass_kg,polar_inertia_kg_mm2,sigma_vm_proxy_mpa,risk_score_proxy,dataset_version
F404_0001,C_Inco718_RPM11292_T650_OR252.89_BR67.5725,1,D:\sdfdata\F404HPT\data\raw\pdf\F404_0001.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0001.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0001.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.5725,252.89,75.984,8311.784697,7089931.393,12.60960336,100.5921998,0.227477643,0.512441069,0.374759909,0.112799022,58.06653811,1587956.467,58082.42813,10,sdf_meridian_v0.1
F404_0002,C_Inco718_RPM11292_T650_OR244.406_BR72.8505,2,D:\sdfdata\F404HPT\data\raw\pdf\F404_0002.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0002.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0002.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.8505,244.406,81.584,7544.961237,6416467.922,15.97579808,100.5921253,0.229843887,0.509525505,0.400783406,0.089691089,52.55087228,1361175.087,42819.74144,10,sdf_meridian_v0.1
F404_0003,C_Inco718_RPM11292_T650_OR252.47_BR69.1195,3,D:\sdfdata\F404HPT\data\raw\pdf\F404_0003.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0003.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0003.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.1195,252.47,76.976,7912.701135,6719717.593,12.41651841,100.592056,0.206041987,0.534965986,0.363446712,0.101587302,55.03448709,1522607.502,58789.88355,10,sdf_meridian_v0.1
F404_0004,C_Inco718_RPM11292_T650_OR246.506_BR66.6235,4,D:\sdfdata\F404HPT\data\raw\pdf\F404_0004.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0004.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0004.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,66.6235,246.506,85.712,7864.781065,6564438.506,14.6046807,100.2478935,0.191081905,0.541259428,0.382157362,0.076583211,53.76275136,1423598.864,47648.12324,10,sdf_meridian_v0.1
F404_0005,C_Inco718_RPM11292_T650_OR254.206_BR68.4695,5,D:\sdfdata\F404HPT\data\raw\pdf\F404_0005.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0005.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0005.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.4695,254.206,77.584,7907.667532,6787299.553,13.51471104,100.5921455,0.227269476,0.521192083,0.353262617,0.1255453,55.58798334,1560174.958,54758.01621,10,sdf_meridian_v0.1
F404_0006,C_Inco718_RPM11292_T650_OR246.59_BR69.1975,6,D:\sdfdata\F404HPT\data\raw\pdf\F404_0006.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0006.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0006.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.1975,246.59,80.944,7860.779056,6696896.057,16.43567552,100.5920903,0.178779755,0.510601719,0.420630372,0.068767908,54.8475787,1462722.584,42368.80736,10,sdf_meridian_v0.1
F404_0007,C_Inco718_RPM11292_T650_OR246.954_BR72.2135,7,D:\sdfdata\F404HPT\data\raw\pdf\F404_0007.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0007.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0007.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.2135,246.954,78.864,7421.572872,6366911.93,14.18720113,97.38227472,0.19874662,0.503658754,0.423300018,0.073041228,52.14500871,1413886.124,49228.6902,10,sdf_meridian_v0.1
F404_0008,C_Inco718_RPM11292_T650_OR254.878_BR67.4945,8,D:\sdfdata\F404HPT\data\raw\pdf\F404_0008.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0008.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0008.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.4945,254.878,72.688,8534.370663,7318090.508,15.21368774,104.4281748,0.250560273,0.515361085,0.373985902,0.110653012,59.93516126,1676933.503,48900.47522,10,sdf_meridian_v0.1
F404_0009,C_Inco718_RPM11292_T650_OR245.582_BR67.8065,9,D:\sdfdata\F404HPT\data\raw\pdf\F404_0009.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0009.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0009.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.8065,245.582,79.408,8003.425095,6549404.348,12.31192924,100.5920243,0.186155438,0.556486627,0.356851337,0.086662035,53.63962161,1362865.777,56098.31666,10,sdf_meridian_v0.1
F404_0010,C_Inco718_RPM11292_T650_OR244.798_BR69.5355,10,D:\sdfdata\F404HPT\data\raw\pdf\F404_0010.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0010.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0010.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.5355,244.798,80.816,7947.336114,6559466.219,12.97889942,100.5919289,0.205563621,0.542018982,0.377221743,0.080759275,53.72202833,1350284.249,52876.26135,10,sdf_meridian_v0.1
F404_0011,C_Inco718_RPM11292_T650_OR251.574_BR72.3825,11,D:\sdfdata\F404HPT\data\raw\pdf\F404_0011.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0011.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0011.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.3825,251.574,83.216,7804.473636,6784032.615,14.54857833,99.86280159,0.187387397,0.485024327,0.395616658,0.119359014,55.56122711,1549611.861,49818.86514,10,sdf_meridian_v0.1
F404_0012,C_Inco718_RPM11292_T650_OR257.51_BR70.7055,12,D:\sdfdata\F404HPT\data\raw\pdf\F404_0012.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0012.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0012.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,70.7055,257.51,79.152,8163.773183,7228112.382,16.36571533,100.5920316,0.24197473,0.484163302,0.354867654,0.160969044,59.19824041,1748983.784,46401.93396,10,sdf_meridian_v0.1
F404_0013,C_Inco718_RPM11292_T650_OR257.762_BR72.0445,13,D:\sdfdata\F404HPT\data\raw\pdf\F404_0013.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0013.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0013.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.0445,257.762,75.952,8066.141748,7091419.626,13.02577486,100.5921726,0.247111629,0.49643212,0.366272243,0.137295637,58.07872674,1697670.606,58414.01998,10,sdf_meridian_v0.1
F404_0014,C_Inco718_RPM11292_T650_OR254.458_BR67.4425,14,D:\sdfdata\F404HPT\data\raw\pdf\F404_0014.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0014.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0014.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.4425,254.458,74.928,8118.953045,7079980.846,14.00463263,100.5920526,0.235211859,0.488130096,0.403441596,0.108428308,57.98504313,1672415.635,52947.24585,10,sdf_meridian_v0.1
F404_0015,C_Inco718_RPM11292_T650_OR251.462_BR67.9755,15,D:\sdfdata\F404HPT\data\raw\pdf\F404_0015.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0015.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0015.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.9755,251.462,80.08,8254.620394,6971995.497,13.62320555,100.5919616,0.215478117,0.527203198,0.370589258,0.102207544,57.10064312,1557507.297,53155.51106,10,sdf_meridian_v0.1
F404_0016,C_Inco718_RPM11292_T650_OR248.466_BR67.3385,16,D:\sdfdata\F404HPT\data\raw\pdf\F404_0016.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0016.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0016.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.3385,248.466,78.16,7647.496781,6481987.397,10.0317976,100.5921694,0.192804358,0.52689464,0.351247689,0.121857671,53.08747678,1447585.154,70475.4816,10,sdf_meridian_v0.1
F404_0017,C_Inco718_RPM11292_T650_OR250.37_BR67.1175,17,D:\sdfdata\F404HPT\data\raw\pdf\F404_0017.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0017.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0017.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.1175,250.37,80.56,8001.132908,6891482.361,14.14144945,100.5920956,0.207113476,0.497449436,0.39985681,0.102693753,56.44124054,1559569.567,50763.73052,10,sdf_meridian_v0.1
F404_0018,C_Inco718_RPM11292_T650_OR245.162_BR69.2625,18,D:\sdfdata\F404HPT\data\raw\pdf\F404_0018.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0018.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0018.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.2625,245.162,86.192,7520.349387,6332371.308,14.28130047,98.0281814,0.192790421,0.535048921,0.356967341,0.107983738,51.86212101,1374212.845,48197.15811,10,sdf_meridian_v0.1
F404_0019,C_Inco718_RPM11292_T650_OR246.646_BR71.2255,19,D:\sdfdata\F404HPT\data\raw\pdf\F404_0019.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0019.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0019.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.2255,246.646,85.392,7647.162351,6452229.212,15.25825545,100.5921059,0.199849452,0.527678252,0.378359011,0.093962737,52.84375725,1387906.814,45658.97401,10,sdf_meridian_v0.1
F404_0020,C_Inco718_RPM11292_T650_OR251.686_BR68.5865,20,D:\sdfdata\F404HPT\data\raw\pdf\F404_0020.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0020.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0020.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.5865,251.686,78.608,8107.12764,6786711.179,15.13850973,100.5919598,0.212286008,0.542210811,0.34932932,0.10845987,55.58316456,1479573.233,47920.11699,10,sdf_meridian_v0.1
F404_0021,C_Inco718_RPM11292_T650_OR249.838_BR68.9895,21,D:\sdfdata\F404HPT\data\raw\pdf\F404_0021.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0021.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0021.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.9895,249.838,86.96,7624.504738,6430440.226,16.00172027,100.5921958,0.201716552,0.535955576,0.375242943,0.088801481,52.66530545,1420569.299,44671.77321,10,sdf_meridian_v0.1
F404_0022,C_Inco718_RPM11292_T650_OR256.054_BR70.8615,22,D:\sdfdata\F404HPT\data\raw\pdf\F404_0022.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0022.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0022.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,70.8615,256.054,81.328,8218.711717,7152121.765,15.36651603,100.5921365,0.219763976,0.499339731,0.373976582,0.126683687,58.57587726,1673449.692,48861.92724,10,sdf_meridian_v0.1
F404_0023,C_Inco718_RPM11292_T650_OR244.602_BR67.2345,23,D:\sdfdata\F404HPT\data\raw\pdf\F404_0023.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0023.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0023.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.2345,244.602,86.8,7646.397961,6367037.869,14.40048756,98.84629271,0.183841584,0.547269236,0.379582905,0.073147859,52.14604015,1367227.34,47580.13696,10,sdf_meridian_v0.1
F404_0024,C_Inco718_RPM11292_T650_OR249.026_BR69.9775,24,D:\sdfdata\F404HPT\data\raw\pdf\F404_0024.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0024.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0024.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.9775,249.026,81.808,7792.022214,6652886.308,14.53696814,99.78310819,0.186777804,0.514418356,0.381126685,0.104454959,54.48713886,1483388.819,48853.80826,10,sdf_meridian_v0.1
F404_0025,C_Inco718_RPM11292_T650_OR253.058_BR71.3945,25,D:\sdfdata\F404HPT\data\raw\pdf\F404_0025.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0025.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0025.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.3945,253.058,80.848,8021.288973,6968566.856,14.74928029,101.2404386,0.202093354,0.486349489,0.379190751,0.13445976,57.07256255,1601749.998,49722.41231,10,sdf_meridian_v0.1
F404_0026,C_Inco718_RPM11292_T650_OR246.254_BR69.1325,26,D:\sdfdata\F404HPT\data\raw\pdf\F404_0026.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0026.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0026.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.1325,246.254,76.912,7804.882255,6588923.241,14.7806739,100.5920524,0.1968411,0.518188271,0.375388164,0.106423565,53.96328135,1437991.218,46984.56697,10,sdf_meridian_v0.1
F404_0027,C_Inco718_RPM11292_T650_OR251.378_BR72.6035,27,D:\sdfdata\F404HPT\data\raw\pdf\F404_0027.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0027.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0027.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.6035,251.378,72.208,7423.122198,6346511.812,12.44879445,100.5921858,0.191613003,0.515569959,0.396505566,0.087924475,51.97793174,1427220.327,58131.31049,10,sdf_meridian_v0.1
F404_0028,C_Inco718_RPM11292_T650_OR251.07_BR69.3405,28,D:\sdfdata\F404HPT\data\raw\pdf\F404_0028.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0028.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0028.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.3405,251.07,76.016,8040.319093,6793151.157,13.29197478,100.5922584,0.209223043,0.530365267,0.376926814,0.092707919,55.63590797,1511950.931,54310.40148,10,sdf_meridian_v0.1
F404_0029,C_Inco718_RPM11292_T650_OR247.318_BR68.6385,29,D:\sdfdata\F404HPT\data\raw\pdf\F404_0029.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0029.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0029.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.6385,247.318,78.704,7925.664709,6648830.164,15.31738244,100.592128,0.189421518,0.521126761,0.377244718,0.101628521,54.45391904,1419069.527,45730.90251,10,sdf_meridian_v0.1
F404_0030,C_Inco718_RPM11292_T650_OR250.258_BR69.2365,30,D:\sdfdata\F404HPT\data\raw\pdf\F404_0030.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0030.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0030.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.2365,250.258,82.512,7964.694577,6799579.005,14.69715624,100.8826542,0.197829947,0.522949653,0.355897527,0.12115282,55.68855205,1524505.604,48800.63855,10,sdf_meridian_v0.1
F404_0031,C_Inco718_RPM11292_T650_OR255.774_BR69.5095,31,D:\sdfdata\F404HPT\data\raw\pdf\F404_0031.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0031.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0031.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.5095,255.774,72.08,7826.361115,6669103.031,10.34294603,100.5920869,0.241698172,0.520545395,0.358974359,0.120480246,54.61995383,1517557.004,72435.49109,10,sdf_meridian_v0.1
F404_0032,C_Inco718_RPM11292_T650_OR257.062_BR70.4715,32,D:\sdfdata\F404HPT\data\raw\pdf\F404_0032.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0032.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0032.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,70.4715,257.062,72.528,8542.534169,7612240.938,15.87491439,100.5921049,0.222468682,0.489182487,0.341713699,0.169103814,62.34425328,1887296.815,47670.23018,10,sdf_meridian_v0.1
F404_0033,C_Inco718_RPM11292_T650_OR253.814_BR69.3145,33,D:\sdfdata\F404HPT\data\raw\pdf\F404_0033.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0033.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0033.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.3145,253.814,83.408,7956.286376,6853353.613,12.94811008,100.5920579,0.237310671,0.527081061,0.355734278,0.11718466,56.12896609,1604549.805,56978.0577,10,sdf_meridian_v0.1
F404_0034,C_Inco718_RPM11292_T650_OR244.49_BR72.5775,34,D:\sdfdata\F404HPT\data\raw\pdf\F404_0034.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0034.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0034.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.5775,244.49,74.448,7358.857526,6203672.621,16.48351759,100.5921188,0.216168161,0.526486437,0.392866928,0.080646634,50.80807876,1314653.166,41529.3546,10,sdf_meridian_v0.1
F404_0035,C_Inco718_RPM11292_T650_OR256.278_BR69.4315,35,D:\sdfdata\F404HPT\data\raw\pdf\F404_0035.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0035.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0035.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.4315,256.278,73.52,8268.073077,7083649.908,13.57360081,100.592232,0.239668923,0.51952537,0.363056761,0.117417869,58.01509274,1606816.081,55412.84601,10,sdf_meridian_v0.1
F404_0036,C_Inco718_RPM11292_T650_OR254.514_BR70.1595,36,D:\sdfdata\F404HPT\data\raw\pdf\F404_0036.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0036.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0036.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,70.1595,254.514,74.512,8276.387848,7138466.946,13.89793836,100.5920533,0.222539741,0.508846087,0.355542967,0.135610946,58.46404429,1652747.072,53377.20737,10,sdf_meridian_v0.1
F404_0037,C_Inco718_RPM11292_T650_OR253.954_BR68.9635,37,D:\sdfdata\F404HPT\data\raw\pdf\F404_0037.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0037.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0037.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.9635,253.954,79.856,8269.685445,7207060.26,15.97551448,100.5920218,0.245771028,0.501181826,0.355335726,0.143482448,59.02582353,1704672.775,46231.51645,10,sdf_meridian_v0.1
F404_0038,C_Inco718_RPM11292_T650_OR251.77_BR67.4555,38,D:\sdfdata\F404HPT\data\raw\pdf\F404_0038.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0038.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0038.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.4555,251.77,73.68,8398.59506,7047838.924,14.90628584,100.591979,0.220758058,0.53372043,0.351870968,0.114408602,57.72180079,1534652.144,48699.15118,10,sdf_meridian_v0.1
F404_0039,C_Inco718_RPM11292_T650_OR252.834_BR67.5985,39,D:\sdfdata\F404HPT\data\raw\pdf\F404_0039.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0039.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0039.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.5985,252.834,72.976,8369.507794,7006997.858,12.53050925,100.5921154,0.220937989,0.537202961,0.365883219,0.096913821,57.38731245,1542448.693,58423.16846,10,sdf_meridian_v0.1
F404_0041,C_Inco718_RPM11292_T650_OR245.078_BR66.9615,41,D:\sdfdata\F404HPT\data\raw\pdf\F404_0041.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0041.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0041.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,66.9615,245.078,82,7711.113814,6421057.405,14.46129895,99.26370782,0.183532222,0.547260794,0.365673974,0.087065232,52.58846014,1381745.729,47564.64147,10,sdf_meridian_v0.1
F404_0042,C_Inco718_RPM11292_T650_OR244.098_BR69.4445,42,D:\sdfdata\F404HPT\data\raw\pdf\F404_0042.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0042.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0042.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.4445,244.098,82.64,7952.93484,6707132.644,16.03384555,100.5920707,0.191560683,0.528025751,0.358755365,0.113218884,54.93141635,1465695.832,42557.2565,10,sdf_meridian_v0.1
F404_0043,C_Inco718_RPM11292_T650_OR248.606_BR70.1725,43,D:\sdfdata\F404HPT\data\raw\pdf\F404_0043.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0043.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0043.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,70.1725,248.606,76.336,7873.575785,6554143.72,12.58923536,100.5920638,0.191927779,0.535147593,0.375542948,0.089309458,53.67843706,1397452.817,56222.05756,10,sdf_meridian_v0.1
F404_0045,C_Inco718_RPM11292_T650_OR252.75_BR72.3045,45,D:\sdfdata\F404HPT\data\raw\pdf\F404_0045.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0045.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0045.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.3045,252.75,74.576,7612.938015,6651944.546,13.73996474,100.5921247,0.200383234,0.492902208,0.412460568,0.094637224,54.47942583,1524141.794,53245.09263,10,sdf_meridian_v0.1
F404_0046,C_Inco718_RPM11292_T650_OR245.946_BR72.3435,46,D:\sdfdata\F404HPT\data\raw\pdf\F404_0046.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0046.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0046.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.3435,245.946,74.832,7325.221443,6270955.322,14.09480678,96.74807127,0.201979369,0.50456335,0.422199356,0.073237294,51.35912409,1382541.948,49147.70891,10,sdf_meridian_v0.1
F404_0047,C_Inco718_RPM11292_T650_OR254.794_BR68.9375,47,D:\sdfdata\F404HPT\data\raw\pdf\F404_0047.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0047.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0047.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.9375,254.794,83.6,8395.843154,7245774.624,15.08971044,103.577183,0.236825859,0.50611084,0.36842807,0.125461091,59.34289417,1668424.063,49269.75065,10,sdf_meridian_v0.1
F404_0048,C_Inco718_RPM11292_T650_OR248.522_BR67.8455,48,D:\sdfdata\F404HPT\data\raw\pdf\F404_0048.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0048.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0048.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.8455,248.522,87.76,7934.364466,6698008.798,14.66914565,100.6903869,0.196138415,0.528482848,0.374091092,0.097426061,54.85669206,1477700.757,48217.83828,10,sdf_meridian_v0.1
F404_0049,C_Inco718_RPM11292_T650_OR253.254_BR71.0825,49,D:\sdfdata\F404HPT\data\raw\pdf\F404_0049.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0049.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0049.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.0825,253.254,83.44,8154.570056,7187725.853,13.50012386,100.5922412,0.207881387,0.491405637,0.362446558,0.146147806,58.86747474,1723966.073,54407.37223,10,sdf_meridian_v0.1
